,company,country,description,location,review,salary,star,title
2,EPS Malaysia,Malaysia,"Equity Analyst, Investment. Develop and implement data collection systems and other strategies that optimized statistical efficiency and data quality....",Bukit Bintang,,,,"Equity Analyst, Investment"
3,BAT Aspac Service Centre Sdn Bhd,Malaysia,"Functionalities and data; The Senior Reporting Services Analyst will support the preparation of the statutory and management accounting reporting process, and...",Kuala Lumpur,,,,Senior Analyst- Planning & Reporting
4,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,Quantity Surveyor (2 positions available)
5,KPMG,Malaysia,Contribute technically to Data and Analytics initiatives. Minimum of 5 years working experience as an IT auditor / IT analyst / IT consultant in a professional...,Petaling Jaya,3631,,51.0,Manager / Senior Manager – Information Risk Management (IRM) Specialist
6,"E2open, Inc.",Malaysia,O Analyze data in MS Excel as needed. Willingness to ‘dig in’ to data and figure out where discrepancies lie....,Kuala Lumpur,8,,43.8,Sr Business Analyst
7,British American Tobacco (Malaysia) Berhad,Malaysia,To support Trade functions by delivering comprehensive reports and identification of opportunities for data exploitation and usage....,Kuala Lumpur,658,,52.2,Distribution Development Analyst
8,Hong Leong Islamic Bank - MY,Malaysia,"Oracle Data Integrator (ODI), Informatica); Knowledge in Enterprise Data Warehouse architecture & capabilities, BI reporting tools and information management...",Kuala Lumpur,,,,"Senior Executive, Business Intelligence, IT Application (Analyst)"
9,Qapture Analytics Sdn Bhd,Malaysia,"Take responsibility for identifying information sources, gathering and interpreting data, and presenting findings to clients....",Petaling Jaya,,,,Marketing & Operational Executive
0,EPS Malaysia,Malaysia,"Generates and compiles data based on interactions with the business teams. Works with Internal customers, gathers and analyzes appreciate data to develop...",Cyberjaya,,,,IT Systems Analyst
1,Citi,Malaysia,"Conducting searches, gathering data and recording evidence from internal systems, the internet, commercial databases and enquiry with business or Compliance...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - KYC Risk Evaluation Senior Analyst
2,Experian,Malaysia,"Identify causes of software problems (at product or data level). Carry out the extraction, formulation and manipulation of data to address business requirement....",Cyberjaya,672,,42.6,Business Support & Optimisation Senior Analyst
3,DELL,Malaysia,Ability to perform all types of data and instance recoveries under various scenarios. Why Work at Dell?...,Cyberjaya,5898,,51.0,"Sr Analyst, IT Service Ops"
4,Agensi Pekerjaan The Recruiter Sdn Bhd,Malaysia,"Manufacturing system experience required for Radius Analyst role. Perform data analysis and application development, including minor programming, to support...",Kuala Lumpur,,,,Business Systems Analyst at Kepong SAP Accounting System
5,Graduan.com.my,Malaysia,A Business Analyst is responsible for problem solving and analyzing data which will be presented to the project team and the client in order to shed light on a...,Kuala Lumpur,,,,Business Analyst
6,Citi,Malaysia,"Reviewing Analysts' recommendations for further enquiry, escalation or closure. Accurately gather, maintain and utilize data in various product databases for...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Operations Support Intermediate Analyst
7,DELL,Malaysia,"IT Controls frameworks (COBIT and ISO 27000) Payment Card Industry Data Security Standard, Sarbanes-Oxley Act as well as Data Privacy & Protection regulations....",Cyberjaya,5898,,51.0,"Sr Advisor, IT Security"
8,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,Record to Report Analyst
9,YNH Property,Malaysia,"Review and analysing project background data and reports with respect to contract issues, i.e. claims, change orders, schedule reports, delays analysis,...",Kuala Lumpur,,,,Management Associate Program
0,Six Degree Consulting,Malaysia,Conduct consumer research and analyse the data. Generate Eye tracking /market research report through own research and data given....,Puchong,,,,Client Account Executive (Market Consultant)
1,EY,Malaysia,Assessing and improving current processes and data flow surrounding existing IT tools. Proven experience helping organizations design or implement effective...,Kuala Lumpur,3885,,51.0,"Tax Technology, Senior IT Business Analyst"
2,Avanade,Malaysia,"Strong understanding of the latest technology trends and disruptor – Cloud, Mobile, Social, Big Data, Cyber Security, etc....",Kuala Lumpur,118,,43.8,"Manager, Solution Architect"
3,McKinsey & Company,Malaysia,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,000 dedicated professionals (including more than 800 analysts and data scientists)...",Kuala Lumpur,293,,52.8,"Specialist - Diligence & Business Intelligence, Energy Insights"
5,AstraZeneca,Malaysia,"Address data quality issues such as remapping of General Ledger categories, operational and financial data reconciliation....",Petaling Jaya,1188,,51.6,SS4G Senior Analyst
6,"Amdocs, Inc.",Malaysia,"You will interface and work with business analysts and information system focal points. Provide standard and ad-hoc analysis, reporting business related...",Kuala Lumpur,697,,44.4,Business Operations Professional
7,Redmarch,Malaysia,Assisting in data analysis and reporting for various projects. Assisting in primary and secondary research for various projects across South East Asia....,Petaling Jaya,,,,Internship of Market Analyst Assistant
8,Deloitte,Malaysia,Knowledge of data tools (e.g. Build local member firm’s brand eminence in data analytics with go-to-market activities such as presentation at events relating to...,Kuala Lumpur,5329,,51.0,Audit Analytics Manager
0,Techsap ASP,Malaysia,"Responsible for certain closing activities and financial analysis (verifying financial data, making appropriate adjustments etc.)....",Cyberjaya,,,,Account and Finance Analyst
1,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,Senior SAP HR Consultant (Project)
2,Michael Page,Malaysia,"A great analyst role with an established MNC. Provide recommendations and set master data in SAP such as Safety Stocks, Min Lot Size, MRP types, Re-order Point....",Shah Alam,157,,42.0,Senior Inventory Analyst
3,AS White Global,Malaysia,"Bachelor’s Degree with at least 5 years of Business Analyst experience. Extensive practical knowledge in importing data for use in report software, spreadsheets...",Kuala Lumpur,,,,Business Analyst in Malaysia
4,Kimberly-Clark,Malaysia,"Analytical and data maintenance skills. Sound knowledge of company's business and internal processes, specifically data maintenance and Purchasing's operations....",Kuala Lumpur,882,,51.0,Procurement Analyst -P2P Management (Korean Speaking)
5,BASF Asia Pacific,Malaysia,"Evaluation of product data and perform related maintenance in system. Environment, Health & Safety....",Kuala Lumpur,2,,54.0,"Senior Analyst, Chemical Regulations"
6,Mercer,Malaysia,Ensuring client data submission and quality by working together with the team. The Senior Analyst actions and supports the survey responsibilities according to...,Kuala Lumpur,801,,42.6,Senior Analyst
7,Fullrich Malaysia,Malaysia,"Passionate in research and consulting, data collection and analysis work; Preferably engaged in an analyst or related position in Financial or IT related field...",Cyberjaya,,,,Marketing Executive
8,Shell,Malaysia,"Coach Customers on how to use the Shell Lubes Analyst systems when recording new machines and oil samples. Own the end to end Disputes process for Quantity,...",Kuala Lumpur,2968,,44.4,COS - Order To Cash
0,BASF Asia Pacific,Malaysia,"Perform and analyze booking of accountingtransactions, master data maintenance, workings and account analysis. Finance/Accounting/Controlling/Audit....",Kuala Lumpur,2,,54.0,"Analyst, Financial Reporting (Mandarin speaking)"
1,BASF Asia Pacific,Malaysia,"To support and back up other analyst in performing Management Accounting tasks as required. To maintain and ensure master data regarding material ledger,...",Kuala Lumpur,2,,54.0,"Senior Analyst, Management Accounting (Mandarin literate)"
2,Techsap ASP,Malaysia,"The role of Analyst will be to ensure that all reporting activities & responsibilities are performed in an accurate, timely and efficient manner....",Cyberjaya,,,,Accounting Analyst
3,Singtel,Malaysia,The group provides support and delivery of ICT services to a wide range of external clients in the Australian market who may have infrastructure located in...,Kuala Lumpur,152,,43.8,"Manager, Technical Assistance Centre (Network & Security)"
4,BP,Malaysia,Exposure to data entry and data analysis. Provide backup to Trade Investment Analyst in month end reporting requirements....,Kuala Lumpur,1951,,51.0,Trade Loan Senior Executive
5,JAC Malaysia,Malaysia,"Troubleshoot issues with shopping carts processing, purchase orders and vendor master data. Assist manager in managing P2P daily operations and escalate any...",Petaling Jaya,,,,SENIOR ANALYST - P2P
6,BAT Aspac Service Centre Sdn Bhd,Malaysia,Able to translate data analytics into commercial insights. Able to guide and mentor a team of reporting analysts....,Kuala Lumpur,,,,Reward & Benefits Manager
7,Hong Leong Islamic Bank - MY,Malaysia,Prior experience in managing a small or medium sized team of analysts is preferred. HLB is embarking on a comprehensive multi-year regional BIG DATA and...,Kuala Lumpur,,,,"Manager, Credit Card & Unsecured Loan Analytics"
8,Citi,Malaysia,"Specific experience in Securities related functions e.g. Client Services, Corporate Actions, Settlement, Data Maintenance and Billing or Custody Account Opening...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Asset Servicing Analyst
0,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,System Analyst II
1,Hong Leong Islamic Bank - MY,Malaysia,"Oracle Data Integrator (ODI), Informatica); The BI Analyst is responsible for managing all projects from a technical perspective and should be able to...",Kuala Lumpur,,,,"Manager, Business Intelligence, IT Application (Analyst)"
2,EPS Malaysia,Malaysia,Client Background: US-Based MNC Industry: Shared Services Centre Location: Petaling Jaya Headcount: 1 Tenure: Permanent Responsibilities: · Responsible...,Petaling Jaya,,,,Senior Customer Service Analyst
3,Kantar Worldpanel,Malaysia,"Kantar is the data investment management division of WPP. Join us and you’ll be part of 30,000 colleagues and 12 world leading research, data and insight brands...",Kuala Lumpur,39,,51.0,Account Manager
4,KPMG,Malaysia,Apply data analytic techniques to audit processes across key business cycles; At least 3 years of working experience as an IT auditor / IT analyst / IT...,Petaling Jaya,3631,,51.0,Assistant Manager – Information Risk Management (IRM) Specialist
5,WorleyParsons,Malaysia,Review Budget/Forecast data and make comparison with Actuals. Advanced skills in Excel and understanding of any ERP data storage is crucial....,Kuala Lumpur,1167,,44.4,"Finance Manager, Global Support Function"
6,HSBC,Malaysia,Ability to coach & manage analysts across levels. To deputise for the Business Analysts as and when required....,Kuala Lumpur,8322,,51.0,Business Analytics Manager I
7,BASF Asia Pacific,Malaysia,"Ensure accuracy of VAT data and liaisewith LC coordinator on VAT-related. Effectivelymanage, supervise and support the analysts to deliver services to BASF...",Kuala Lumpur,2,,54.0,"Manager, Accounts Payable"
8,Career Channel,Malaysia,"Marketing, research and data analyst within the industry to extract relevant. Data for marketing decision making....",Kuala Lumpur,,,,Head of Business Intelligence and Data Analytics
9,FrogAsia,Malaysia,The Business Intelligence Analyst will be part of this transformation to drive how we explore and utilize data in the FrogAsia’s daily and strategic operations....,Sentul,,,,Business Intelligence Analyst
0,BASF Asia Pacific,Malaysia,"To support and back up other analyst in performingManagement Accounting tasks as required. To maintainand ensure master data regarding material ledger,...",Kuala Lumpur,2,,54.0,"Analyst, Management Accounting (Non Trade Business)"
1,Hong Leong Islamic Bank - MY,Malaysia,Previous data management experience. To assist in ensuring all data required for future modeling work is captured with good data quality....,Kuala Lumpur,,,,"Manager, Scoring Platform"
2,Robert Walters,Malaysia,"This is a rapidly expanding market research organisation that focuses on consumer life-cycle data, social media analysis and big data....",Petaling Jaya,33,,43.8,Business Development Manager
3,Citi,Malaysia,"Specific experience in Securities related functions eg Client Services, Corporate Actions, Settlement, Data Maintenance & Billing or Custody Account Opening...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Associate Asset Servicing Analyst
4,Techsap ASP,Malaysia,"Understands, manipulates and analyzes electronic data (primarily in Excel or Access). Work directly with finance tags within various business units we support...",Kota Damansara,,,,Accounts Payable (AP) Support Analyst
5,Shell,Malaysia,Undertake desktop research using a combination of publically available and commercially licensed IT tools and data sources....,Kuala Lumpur,2968,,44.4,Due Diligence Screening Analyst (Vietnamese Speaker)
6,Citi,Malaysia,"Single point of contact in Risk & Control team on all cross border Data clearances within the region by working closely with Regional & Global stakeholders,...",Kuala Lumpur,11052,,44.4,"MYS CTSM KL - Risk & Control Manager, AML APAC M&I"
7,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,Service Delivery Managers (3 positions)
8,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP Basis (HANA) Consultant
0,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,IT Helpdesk (Wintel/Citrix)
1,Graduan.com.my,Malaysia,"Advocating for additional data and/or services are necessary to address key business issues. IT Business Analyst develops requirements, for process or system...",Kuala Lumpur,,,,IT Business Analyst
2,Shell,Malaysia,Perform analyst role in balance sheet reconciliations (Status of Accounts Reporting) ensuring all control requirements met on a timely basis....,Cyberjaya,2968,,44.4,Upstream Finance Accountant
3,Graduan.com.my,Malaysia,Support GPBSOH and PvB Business on preparation of data / information for Regulatory Enquiries Responses....,Kuala Lumpur,,,,"Senior Investigations Analyst, Private Banking Operations"
4,Oracle,Malaysia,"Engage with prospect organizations to position the Oracle solution through value based selling, business case definition, ROI analysis, references and analyst...",Kuala Lumpur,3080,,44.4,IAAS Sales Specialist - MY
5,Robert Walters,Malaysia,About the BP&A Senior Analyst Role:. Great career progression opportunities await the right person in this exciting BP&A Senior Analyst job....,Kuala Lumpur,33,,43.8,BP&A Senior Analyst
6,Telarix,Malaysia,"Assist client with proper collection, validation, and population of client data. We are looking for Business Analysts who would assist our clients in applying...",Kuala Lumpur,3,,43.2,Network Integration Engineer
8,BASF Asia Pacific,Malaysia,"Act as mentor to Senior analysts and Analysts to encourage goodpractice, team spirit and a quality-orientated approach Compliance:....",Kuala Lumpur,2,,54.0,"Manager, Management Accounting"
9,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,IT Manager (Infrastructure)
0,Career Channel,Malaysia,"Generates and compiles data based on interactions with the business teams. Works with customers, gathers and analyzes appreciate data to develop business cases,...",Cyberjaya,,,,IT BUSINESS ANALYST
1,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,Java Developer
2,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP Team Lead (FICO)
3,Robert Walters,Malaysia,"About the Senior System Analyst Role:. In this business critical role, you will be responsible for extending the data warehouse model based on business...",Kuala Lumpur,33,,43.8,Senior System Analyst
4,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,ABAP Consultant
5,Washington Frank,Malaysia,Generates and compiles data based on interactions with the business teams. An exciting Oracle EBS System Analyst position has just become available in a MNC...,Cyberjaya,,,,Oracle EBS Senior System Analyst
6,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP CRM ABAP Analyst (Contract)
7,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP MM Consultant (Cyberjaya)
8,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP OTC (SD) Consultant
9,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP BI/HANA consultant (Singapore)
0,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP BI/BOBJ (HANA) Consultant - Singapore
1,Robert Walters,Malaysia,"Manage a team of Financial Analysts to support assigned countries. Strong interpersonal skills and ability to communicate well with all levels of management,...",Kuala Lumpur,33,,43.8,Financial Planning and Analysis Manager
2,Genesys,Malaysia,Provides tier 1 & tier 2 support escalation for all data center infrastructure and related services. The NOC Analyst is responsible for monitoring all equipment...,Kuala Lumpur,70,,42.6,IS22T1 - Associate Network Systems Engineer
3,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,IT Project Manager (Cloud based)
4,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP Manager (Support)
5,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP Service Delivery Manager (Singapore)
6,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP FICO Consultant / Senior Consultant (2 positions @KL - permanent)
7,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,DOT NET (.NET) Developers
9,Michael Page,Malaysia,Ensure all processed data and reviewed accordingly and perform 100% master data checking to ensure accurate data are reported....,Kuala Lumpur,157,,42.0,"SAP System Analyst (Level 1, Mandarin Speaking) - Global insurance company"
0,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,Senior Recruiter
1,EY,Malaysia,"We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business...",Kuala Lumpur,3885,,51.0,"Senior Associate, Advisory Performance Improvement, EY Data and Analytics (Malaysia)"
2,Michael Page,Malaysia,Data architecture Oracle ERP applications and development tools experience is an added advantage....,Kuala Lumpur,157,,42.0,"Senior Oracle Financial Analyst (AP, AR, GL)"
3,Hewlett Packard Enterprise,Malaysia,"Gathers financial data and performs financial analyses and reporting (e.g., profit & loss, balance sheet, cash flow, pricing, etc.)....",Cyberjaya,2612,,43.8,Finance Manager
4,Deloitte,Malaysia,"Understanding of current IT trends (cloud computing, big data, socialmedia, RPA, IoT, blockchain, etc.)....",Kuala Lumpur,5329,,51.0,MY - Consultant - Technology – Technology Strategy & Architecture (with ITIL and ITSM framework strategy experience)
5,Citi,Malaysia,"Directly manage team of Data Analysts / Mantas Consultants related to various Data Intelligence functions – Global Emerging Risk Analytics, Global Investigation...",Kuala Lumpur,11052,,44.4,MY CTSM KL - AML APAC M&I Transformation – Monitoring Solutions and Analytics (MSA) Lead
6,Citi,Malaysia,"Validate data, identify data quality issues (if any) and address them. Apply qualitative and quantitative data analysis methods....",Kuala Lumpur,11052,,44.4,MYS CTSM KL - AML Scenario Management and Validation (SMV) Business Analyst/Report Writer
7,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,Finance Manager (Subang Jaya / Shah Alam)
0,Citi,Malaysia,"Primary Location: Malaysia,Wilayah Persekutuan,Kuala Lumpur Education: Bachelor's Degree Job Function: Operations Schedule: Full-time Shift: Day Job Employee...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - AML Monitoring & Investigation Data Intelligence Regional Lead
1,Pasona Malaysia,Malaysia,Orders and vendor master data. Prepare monthly procurement related reports....,Petaling Jaya,8,,43.8,Purchasing Analyst 2 (Mandarin Speaker)
2,Career Medi,Malaysia,"Troubleshoot issues with shopping carts, purchase orders and vendor master data. Understand and maintain expert level knowledge of business and processes...",Petaling Jaya,,,,Purchasing Analyst I (Mandarin / Thai Speaker)
3,Deloitte,Malaysia,"IBM DataStage, Informatica, SAP Business ObjectsData Services, Oracle Data Integrator. As a leader in data management (BI, Big Data or Analytics),you'll be able...",Kuala Lumpur,5329,,51.0,"MY – Senior Manager / Manager - Technology – Analytic & Information Management (BI, Big Data or Analytics)"
4,Career Medi,Malaysia,"Troubleshoot issues with invoices processing, shopping carts, purchase orders and vendor master data. NJS/VL.LL.7.2....",Petaling Jaya,,,,Purchasing Analyst II (Mandarin Speaker)
5,Credit Guarantee Corporation - CGC Malaysia,Malaysia,At least 2 year (s) for Risk Analyst and 4 year(s) for Senior Risk Analyst of working experience in the related field is required for this positions....,Petaling Jaya,,,,"Senior Risk Analyst / Risk Analyst (Operational Risk), Risk Management Department"
6,Michael Page,Malaysia,"Create and change Master Data. Transfer Pricing - perform maintenance of master data. Perform overhead management eg Planning, Master data maintenance...",Kuala Lumpur,157,,42.0,"Senior Analyst, Costing (Management Accounting)"
7,Rentokil Malaysia,Malaysia,"We are looking for a motivated, dynamic Sales Analyst Executive to join our team based in head office. Provide supports to Sales Director and Area Sales Manager...",Petaling Jaya,,,,Sales Analyst Executive
8,Deloitte,Malaysia,"Understanding of current IT trends (cloud computing, big data, socialmedia, RPA, IoT, blockchain, etc.)....",Kuala Lumpur,5329,,51.0,MY - Consultant - Technology – Technology Strategy & Architecture (with IT sourcing experience)
9,Cargill,Malaysia,"Champion data as a corporate asset, ensuring the value realization of the investments Cargill is making in the data and information areas are captured....",Kuala Lumpur,1820,,43.8,Solution Architect – Trading APAC
0,INNITY,Malaysia,"Numerically inclined and like to work with data and facts. An Advanced/Higher/Graduate Diploma, or Bachelor’s Degree, Post Graduate Diploma or Professional...",Petaling Jaya,,,,Sales Analyst
1,Citi,Malaysia,"Review work includes Data analysis, report reviews, review of documents / Voice logs, and conducting call outs to customers....",Kuala Lumpur,11052,,44.4,CTSM KL - Investment and Insurance Sales Surveillance Analyst
2,Expert Integrators - EXI,Malaysia,System Analyst II. Record to Report Analyst. SAP CRM ABAP Analyst (Contract). Knowledge of data warehousing and database concept....,Kuala Lumpur,,,,SAP CRM Consultant (Hybris C4C)
3,Kimberly-Clark,Malaysia,Strong collaboration skills to work with other Business Analysts and across functions. Aptitude with business information systems (SAP and Microsoft Excel) and...,Kuala Lumpur,882,,51.0,"Sales Business Analyst, Malaysia & Singapore"
4,iPROPERTY GROUP,Malaysia,Personal data provided by job applicants will be used strictly in accordance with the employer’s personal data policies....,Kuala Lumpur,,,,Sales and Marketing Analyst
5,Deloitte,Malaysia,"Understanding of current IT trends (cloud computing, big data, socialmedia, RPA, IoT, blockchain, etc.)....",Kuala Lumpur,5329,,51.0,MY - Senior Consultant - Technology – Technology Strategy & Architecture (with ITIL and ITSM framework strategy experience)
6,Rough Sea Marine,Malaysia,"Ã¯ÂÂ¬Conduct statistical and data analytic. Ã¯ÂÂ¬Supervise a staff ofÃ market research analysts. Ã¯ÂÂ¬Analyse all sales data for profitability, product mix,...",Bandar Sunway,,,,Sales And Marketing Manager
7,Citi,Malaysia,"Collect and aggregate AML metrics for measurable AML data which includes alert cases generated, cases ageing, investigations generated, investigations ageing,...",Kuala Lumpur,11052,,44.4,MYS CTSM KL - Intermediate Compliance Analyst - AML Core - Assistant Manager/Manager
8,EY,Malaysia,"Information Management, Business Intelligence, Data Warehousing and Big Data project experience. We go beyond strategy and provide end to end implementation of...",Kuala Lumpur,3885,,51.0,"Big Data Architect Manager / Senior Manager, EY Data and Analytics (Malaysia)"
9,Khai Business Consultancy,Malaysia,"Hi,I'm looking for Data Analyst. Remuneration paid in USD Permanent position Location: Ampang Park , Glovent Business Centre Sdn Bhd, B-8-8, Megan Avenue 1...",Ampang,,"RM 3,000 a month",,data analysis
0,Data Synergo Sdn Bhd,Malaysia,Ensuring high quality data is collected and integrity of the data. Developing of programs and data that can be used for data analysis and presentation....,Petaling Jaya,,"RM 2,000 - RM 3,000 a month",,Data Analyst
1,EPS Ventures,Malaysia,"Job Scope: * Manage Sensitive Contents on social media * Responsible for reviewing photos, videos, and text-based content and make judgements as to whether...",Kuala Lumpur,,"RM 3,000 a month",,Data Review Analyst
3,EPS Malaysia,Malaysia,"Loads product data into electronic specification and/ or visual tools, per Company’s corporate change request system, to ensure current product data is...",Kuala Lumpur,,,,Programmer Analyst
4,Michael Page,Malaysia,Coordinate data cleansing activities and perform data upload into SAP system as part of data conversion activities....,Kuala Lumpur,157,,42.0,SAP FICO Support Analyst (Mandarin Speaker)
5,Robert Walters,Malaysia,About the Sales & Marketing Analyst Role :. Work with data engineers to create pre-fabricated data stores to be enabled on key business metrics related to sales...,Kuala Lumpur,33,,43.8,Sales & Marketing Analyst
6,Michael Page,Malaysia,Minimum of 1-2 years of experience of SAP business processes within Master Data modules. Attractive remuneration and benefits....,Kuala Lumpur,157,,42.0,SAP Support Analyst (Mandarin Speaker) - Global FMCG brand
7,Michael Page,Malaysia,"Perform analysis with commentaries on the relevant financial reporting statements, to provide business partners with accurate data for decision making....",Kuala Lumpur,157,,42.0,Financial Analyst - Mandarin speaker preferred
8,Michael Page,Malaysia,"Identify, recommend and implement solutions in consultation with Managers and Senior Analysts for continuous improvement opportunities in the areas of operation...",Kuala Lumpur,157,,42.0,"Analyst, General Accounting & Reporting - Mandarin speaker preferred"
9,Michael Page,Malaysia,"Summarizing data, information, and trends. Prepares monthly statements by collecting data; Involved in quarterly and annual reports by assembling data....",Kuala Lumpur,157,,42.0,General Accounting Analyst (RTR) - Mandarin speaker preferred
0,Timesconsult,Malaysia,To perform data entry function. Perform data input of insurance applications by keying into system and verifying the accuracy of data entry....,Cyberjaya,,"RM 2,000 - RM 3,000 a month",,"Data Analyst Associate (6 OR 12 months contract) @ MNC, Cyberjaya"
1,Michael Page,Malaysia,A great analyst role with an established MNC. Responsible to ensure accuracy of materials master data setup in SAP system....,Kuala Lumpur,157,,42.0,Senior Supply Planner - S&OP experience required
2,JobHelp,Malaysia,Data entry experience required.Desired Competencies (Typical):. 8.30am – 5.30pm (Mon-Fri)....,Subang Jaya,,"RM 2,450 a month",,"Analyst, DPAC"
3,Agensi Pekerjaan Ideal Reliance Sdn Bhd,Malaysia,"Employed in different areas - payroll, time, personnel administration, organization management, data, authorisation, reporting, self service, workflow,...",Petaling Jaya,,"RM 3,000 a month",,HR Process Analyst
4,Signature Trend Sdn. Bhd.,Malaysia,"Signature Trend Sdn Bhd (""ST Advisory"") is a boutique management and data consulting firm, specialized in Strategy, Corporate Finance, Transformation Management...",Bangsar,,"RM 2,700 - RM 3,200 a month",,Marketing & Data Analyst
5,ManpowerGroup Malaysia,Malaysia,Ensure data management for all deliverable and be accessible. Articulate data and analysis to stake holders and client....,Cyberjaya,,"RM 3,500 - RM 4,000 a month",,Quality Analyst
6,Crest Force Recruitment Agency,Malaysia,Business Analyst (Contract 1 Year)*. Collaborate with business units and MIS team in implementing required changes to data model....,Bandar Sunway,,"RM 4,000 - RM 5,000 a month",,BUSINESS ANALYST (1 YEAR CONTRACT)
7,TalentC Recruit,Malaysia,"Working knowledge of UML, Use Case definition, Data Analysis or Data Modeling. Facilitate the business analyst in confirming the to-be process flow....",Petaling Jaya,,"RM 8,000 a month",,System Analyst
8,Agensi Pekerjaan TalentC Recruit Sdn Bhd,Malaysia,"Working knowledge of UML, Use Case definition, Data Analysis or Data Modeling. Facilitate the business analyst in confirming the to-be process flow....",Petaling Jaya,,"RM 8,000 a month",,System Analyst (J2EE experience) @ PJ
0,Trueventus Sdn.Bhd,Malaysia,"Research outputs encompassing data collection, interpretation, analysis, reports or papers, presentations and recommendations....",Kuala Lumpur,,"RM 2,200 - RM 3,000 a month",,Research Associate
1,CY INTERTRADE SDN. BHD.,Malaysia,Provide support to the Operations Analyst and Corporate Pricing team as needed to ensure the timely and accurate data for monthly reports....,Klang,,,,ACCOUNTANT
