,company,country,description,location,review,salary,star,title
0,MTR Corporation,Hong Kong,"You will assist in conducting security risk assessment, threat analysis, planning and implementing security control measures to protect the Corporation’s...",Hong Kong,2,,60.0,Analyst Programmer I (一級程式編寫員)
1,Estee Lauder,Hong Kong,"Work with domain lead and business analyst to perform data modeling, configuration, parameterization, use-case analysis, mock-ups, and prototyping based on...",Hong Kong,721,,52.2,"Senior Manager, Business Intelligence Solutions, GIS, Asia Pacific"
2,S&P Global Ratings,Hong Kong,Analyzing pertinent information and data necessary for determining ratings on banks and their debt issues. Associate - Financial Services Ratings....,Hong Kong,11,,40.8,Associate - Financial Services Ratings - S&P Global Ratings
3,Bloomberg,Hong Kong,"Bloomberg New Energy Finance - the world's leading independent provider of analysis, tools, data and research to decision makers leading the future of energy....",Hong Kong,534,,44.4,"Bloomberg New Energy Finance (BNEF) – Sales, Hong Kong"
4,LEO Entrepreneurship Limited,Hong Kong,Systems Analyst will perform functions includes but not limited to:. Systems Analyst position requires the application of significant technical knowledge and...,Hong Kong,,,,Systems Analyst
5,中國移動 China Mobile,Hong Kong,"Keep track of the data, maintenance, alignment and mapping. Participate on the entire ERP implementation project including user requirements collection, system...",Hong Kong,,,,Business Analyst (ERP & Business System Integration)
6,Michael Page,Hong Kong,"Candidate which has less experience will be considered for the Analyst position. Reporting to Project Finance Director, you will conduct market research/ data...",Hong Kong,157,,42.0,Senior Investment Analyst (New Headcount in MNC)
7,Société Générale,Hong Kong,"Market Data Certification. In the context of Big Data. Occasionally, assist to adapt existing processes to new FinTech technologies for including machine...",Hong Kong,1153,,44.4,Rapid Application Developer
8,MTR Corporation,Hong Kong,"You will assist in implementing and managing security controls to protect the Corporation’s computer systems, network and data against security threats....",Hong Kong,2,,60.0,Analyst Programmer II (二級程式編寫員)
9,Hays,Hong Kong,The Risk MIS Tactical Development and Support Analyst will work closely to understand business data and reporting requirements and support MIS reporting...,Hong Kong,465,,42.6,APAC Risk MIS Tactical Development & Support Analyst
0,Conners Recruitment,Hong Kong,"Perform application SIT & UAT, system data set up and user training. All data collected will be used for recruitment purpose only & will be used strictly...",Hong Kong,,,,Business Analyst (Bank)
1,Mandurah Consultancy,Hong Kong,Assemble and summarize data to structure sophisticated reports on financial status and risks. Our client is an expanding listed investment firm with sizable...,"Central and Western, Hong Kong Island",,,,Corporate Finance Analyst
3,Chandler Macleod,Hong Kong,Big data/ Data analytics. Solid project management and data analysis/mining experience. Achieve and design business solutions to the expected users from...,Hong Kong,66,,43.2,"Team Lead, IT Business Analyst (FS)"
4,State Street,Hong Kong,"About State Street Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and...",Hong Kong,1350,,42.0,"eFX IT Technology Lead ? Hong Kong, Vice President"
5,Melco Crown Entertainment,Hong Kong,"Perform data analysis for operational. Analyse the data trending to identify abnormal performance drop, organize discussion with IT operational teams to assess...",Hong Kong,21,,51.0,"Analyst, Service Level Management"
8,SapientRazorfish,Hong Kong,"Integration between systems, Cloud infrastructure sizing (AWS) and data communication protocols will also be a key portion of the work required....",Hong Kong,7,,51.6,"Senior Associate, Technology"
9,S&P Global,Hong Kong,"Leverage S&P Global Market Intelligence data and other resources to produce visually compelling stories. Delivering news to tight daily and weekly deadlines,...",Hong Kong,36,,43.8,"Asia-Pacific Financial Reporter, Hong Kong"
1,Ambition,Hong Kong,"Data provided is for recruitment purposes only. Financial Analyst, HK$33K, Welcome pure Big 4 / Strong FP&A....",New Territories,7,,51.0,"Financial Analyst, HK$33K, Welcome pure Big 4 / Strong FP&A"
3,NeoMas Professional Services,Hong Kong,"Familiar with Data Management Capabilities such as Data Governance, Data Quality and Master Data Management....",Hong Kong,,,,SAP Master Data Analyst (Contract)
4,Conners Recruitment,Hong Kong,All data collected will be used for recruitment purpose only & will be used strictly confidential. Around 8 years relevant work experiences in IT project...,Hong Kong,,,,AM Business Analyst (IT project management)
5,Washington Frank,Hong Kong,"Responsible for design, development and maintenance of Data Management Solution for Analytics, including Data Warehouse using Oracle/SQL server....",Hong Kong,,,,Oracle Senior Business Analyst - In - house
6,Hillman Ross,Hong Kong,Analyzing data and identify underlying business needs. We are now seeking for a BUSINESS ANALYSIS MANAGER / BUSINESS ANALYST (R etail )....,Hong Kong,,,,BUSINESS ANALYSIS MANAGER/ BUSINESS ANALYST (Retail)
7,Page Personnel,Hong Kong,Liaise and assist clients to obtain/ verify CDD data and documents required as well as provide appropriate advice to them primarily through telephone and...,Hong Kong,85,,39.0,Customer Due Diligence Analyst - Global Retail Bank
8,Classy Wheeler,Hong Kong,Holder of Cisco CCNA is highly preferred with some knowledge on data network. Leading telecom carrier and IT solutions company....,"Lai Chi Kok, Kowloon",,,,Analyst Programmer
9,Plover Bay Technologies,Hong Kong,"Personal data collected will be treated in the strictest confidence and will only be used for employment-related purpose. Lai Chi Kok, Hong Kong....","Lai Chi Kok, Kowloon",,,,Analyst Programmer
0,PEOBASE Limited,Hong Kong,"Manage data conversion including analysis of existing data, conversion process, and data verification for project implementations....",Hong Kong,,,,Database Support Analyst
1,Page Personnel,Hong Kong,Financial Analyst / Business Analyst Industry:. They are now looking for a high calibre with strong data analysis and financial modelling skills to join them...,Hong Kong Island,85,,39.0,"Financial Analyst (HK listed, $28k x 13 months)"
2,Ambition,Hong Kong,"Financial Analyst, Global Retailer. Data provided is for recruitment purposes only. With their business expanding quickly, they are now hiring a Financial...",Hong Kong Island,7,,51.0,"Financial Analyst, Global Retailer"
3,Adecco,Hong Kong,"Assist in data research, market and business analysis. Our client is looking for an analyst to join their finance team....","Central and Western, Hong Kong Island",10878,,43.8,Analyst (Contract till 30 Dec 2017)
8,ProJobs21,Hong Kong,"Minimum 4 years of solid experience in data analytics and data mining for global leading financial institution(s), acquired from corporate banking sector...",Hong Kong,,,,"Business Analyst, International Corporate Bank"
0,Global Executive Consultants,Hong Kong,"Less experienced can apply as Analyst Programmer. Knowledge in IBM Websphere Application Server (WAS), IBM AIX, DB2, JMeter / on Oracle DB, graphical...",Hong Kong,,,,System Analyst / Senior Software Engineer (Ref. No.: 21367)
1,Swiss Re,Hong Kong,"Structured analyst, capable to adopt and use data-driven auditing including data analytics to assess risks, scope audits and test controls....",Hong Kong,67,,51.0,Principal Auditor (Asia)
2,Sportshouse,Hong Kong,"Data collected will be used for recruitment purpose only. Responsible for the development, implementation and maintenance of internal application systems;...",Hong Kong,9,,43.8,IT - Programmer / Analyst Programmer
3,Crossings Executive Search,Hong Kong,"Data management and retrieval for analysis. Responsible for handling and supporting in-house quantitative and qualitative research projects, including proposal...",Hong Kong,,,,Senior Market Research Analyst
4,Ambition,Hong Kong,Sr System Analyst (MIS/Data Warehouse/ Business Intelligence). Conduct business analysis and application development for Data Warehouse projects....,Hong Kong,7,,51.0,Sr System Analyst (MIS/Data Warehouse/ Business Intelligence)
5,BOC International,Hong Kong,(The personal data provided will be used for consideration of recruitment only. Support Back Office Systems;...,Hong Kong,4,,51.0,"Analyst, IT Application Support"
6,Invesco,Hong Kong,Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only....,Hong Kong Island,231,,51.0,"Advanced / Senior BA, Apps Investments"
7,Love Da Group Company Limited,Hong Kong,"IT (Product Management / Business Analyst). Facing a lot digital delivery, report & Analysis of BIG Data ....","To Kwa Wan, Kowloon",,,,Digital &Label Executive/Senior Executive
8,Eastwood Consultants,Hong Kong,"Ensure accurate compilation, analysis and reporting of accounting data. Business partnering with internal stakeholders for data collection and perform various...",Hong Kong,,,,Financial Analyst - Manufacturing (Circa HK$500K)
9,Michael Page,Hong Kong,"In order to cope with the steady and impressive growth, we are now seeking for an experience Operations Analyst to join the team....",Kowloon,157,,42.0,Operation Analyst- Garment Manufacturer
0,Infotech Services,Hong Kong,Development of a Customer-Centric e-Platform Customer Relationship Management System (CCeP-CRM) including web application development in .Net and MS SQL Server...,"Kowloon Bay, Kowloon",,,,"Systems Analyst - ASP.NET, C#.NET, MS SQL Server"
1,Standard Chartered Bank,Hong Kong,"Ensure data accuracy, quality and relevancy of the capital plan. Perform documentation deliverables for inventories (report / EUC / manual processes), priority...",Hong Kong,1798,,51.6,"Manager, Balance Sheet Analyst"
2,Michael Page,Hong Kong,Handle high value data analysis. Our client is a big multinational bank and they are currently looking for an Operations / Business Administration Analyst to...,Hong Kong,157,,42.0,Operations / Business Administration Analyst - top-tier bank
3,Invesco,Hong Kong,Personal data provided by job applicants will be used strictly in accordance with our personal data policy and for recruitment purposes only....,Hong Kong Island,231,,51.0,"Manager / Senior Manager, Asian Products,Investment"
4,Société Générale,Hong Kong,The job will also involve using a variety of data platforms including Bloomberg and Factset and full training will be provided....,Hong Kong,1153,,44.4,TRAINEE: Quant & Index Equity Research
5,Hang Seng Bank,Hong Kong,Own data engineering Requirements:. A senior data scientist with 12+ years' of experience managing large scale projects in the Financial Services Industry....,Hong Kong,38,,43.8,Senior Project Manager (Advanced Analytics and Machine Learning)
8,Libbler,Hong Kong,"Experienced in data mining, cleansing & analysis. Well established family office in Hong Kong is seeking a quant analyst to join their team....",Hong Kong,,,,Quant researcher
9,InterSystems Corporation,Hong Kong,Provide support on the data dictionary. Liaise with client or business analyst on any requests for new or modified reports Advise and assist TrakCare Project...,Hong Kong,7,,55.2,Job Title Technical Specialist
1,Cathay Pacific,Hong Kong,"At least 4 years of experience with BI Tools and technologies (data modelling, data integration/ETL, reporting, metadata management, data quality management,...",Hong Kong,145,,51.6,Solution Lead
2,Amaris,Hong Kong,We are looking for a 5-10 years’ experience back end with great knowledge about data management project around Oracle....,Hong Kong,29,,40.8,Java Developer
0,Lane Crawford,Hong Kong,Ensure data and insights are actionable to drive decisions across the all customer perspectives. Experiment with data modeling and machine learning to validate...,Hong Kong,11,,42.6,Senior Customer Insight Manager
1,Bangkok Bank Public Co. Ltd.,Hong Kong,Personal data provided by job applicants will be used solely for considering suitability for the post and strictly in accordance with our personal data policies...,Hong Kong,,,,Systems Operator Trainee
2,Pegasystems,Hong Kong,"Analyst acclaimed technology leadership in a massive emerging market. A technical thought leader and partner with the sales team, this role owns all technical...",Hong Kong,22,,43.2,Sr. Solutions Consultant
3,Ambition,Hong Kong,3+ years' hands-on experience as Business Analyst or System Analyst in Cash Equities settlement system domain....,Hong Kong,7,,51.0,Middle & Back Office IT Business Analyst - Banking - Hong Kong
4,OPG Human Resources Limited 東方報業人事資源有限公司,Hong Kong,Analyst Programmer / Programmer (Ref:. Personal data collected will be treated in accordance with our Personal Data Policy and handled in strict confidence by...,"Tai Po, New Territories",,,,Analyst Programmer / Programmer
5,Page Personnel,Hong Kong,"Oversee data integrity and accuracy, developing reports. Friendly work environment....","Admiralty, Hong Kong Island",85,,39.0,HR Analyst (HRIS - IPL)
6,CLSA Limited,Hong Kong,"Personal data collected will be used for recruitment purposes only. Retrieve and analyse information from databases and external data sources e.g. Bloomberg,...",Hong Kong,,,,Research Associate
7,Michael Page,Hong Kong,"Consolidate data from different markets, and prepare management reports covering sales, financial and strategic recommendations....",Hong Kong,157,,42.0,Senior Financial Analyst @ MNC $36K - FP&A experience is a must
8,Société Générale,Hong Kong,Experience in Business Analyst is a plus. The successful candidate will join the ITEC Finance Risk and Market Data team (ITEC / FRM) as a full stack junior...,Hong Kong,1153,,44.4,Full Stack Junior Developer M/F - VIE Hong Kong
9,Infotech Services,Hong Kong,"Experience in Data Architecture, Data Modeling, Data Management, FileNet, HP-UX, IBM AIX Unix, IT Security, Linux System Administration, Oracle Real Application...",Hong Kong,,,,Systems Analyst
0,Junsun Personnel Consultants,Hong Kong,"Understand JDE, Oracle and MS SQL databases concepts and various reporting tools and is able to use system utilities to perform data analysis and ad hoc...",Hong Kong,,,,SYSTEMS ANALYST
1,IT Solutions Ltd.,Hong Kong,Prepare data mapping specification for development. Minimum 2+ year IT related or data analysis experience. Personal data collected will be used for recruitment...,Hong Kong,,,,"IT Business Analysts / SBAs (SQL, Risk Systems)- Major Bank"
2,Chandler Macleod,Hong Kong,"2 years of experience in supporting SharePoint sites with knowledge of content types, searching, permissions and data management....",Hong Kong,66,,43.2,IT Infrastructure Administrator / Analyst (SharePoint)
3,Hillman Ross,Hong Kong,Data Analytics and Governance:. We are now seeking for a STORE OPERATIONS BUSINESS ANALYST (6-months Contract)....,"Tsim Sha Tsui, Kowloon",,,,Store Operations Business Analyst (6 months Contract)
4,Page Personnel,Hong Kong,"Sound knowledge in C&B general practices, data management, employment ordinance and other HR-related statutory....",Hong Kong Island,85,,39.0,Regional HR Analyst (MNC) - up to 30k
5,Mandurah Consultancy,Hong Kong,"Monitor application, systems and data to ensure quality deliverables of services and data. Provide support for the integration of Electronic Data Interchange...","Sha Tin, New Territories",,,,Assistant Application Support Analyst (EDI)
6,PEOBASE Limited,Hong Kong,"Maintain application security rights to protect software and data assets. Assist the Lead Analyst in managing the code repository for all applications,...",Hong Kong,,,,Technical Analyst
7,Haystar Consultant Ltd,Hong Kong,"End-user support on executing application functions, data fixing and ad-hoc requests. Responsible for application development, implementation, documentation and...",Hong Kong,,,,Analyst Programmer / Trainee ( 5-day work)
8,Robert Half Hong Kong,Hong Kong,"As a Business Analyst, you will be responsible for the following:. They're currently looking for a Business Analyst with fund services products knowledge and...","Central, Hong Kong Island",5412,,44.4,Business Analyst-Top-tier Financial Institute 50k
9,Ambition,Hong Kong,Sales & Operations Analyst. Data provided is for recruitment purposes only. They are now hiring a Sales & Operations Analyst to support the regional teams....,Hong Kong,7,,51.0,Sales & Operations Analyst
0,NeoMas Professional Services,Hong Kong,Provide support in the improvement of logistics process and data analysis. 2 yrs Experience....,Hong Kong,,,,Supply Chain Analyst
4,NeoMas Professional Services,Hong Kong,Monitor and analyze product category sales performance on in-house data system as well as conducting analysis and comparison with market / industry data and...,Hong Kong,,,,Market Analyst
5,Ambition,Hong Kong,(Senior) Business Analyst (Banking). Data provided is for recruitment purposes only. HK$30000.00 - HK$40000.00 per month....,Kowloon,7,,51.0,(Senior) Business Analyst (Banking)
7,Michael Page,Hong Kong,"Based upon research data, you will develop full-cycle planning from consumer insights, to marketing strategy and data analytics, while carrying out proper...",Hong Kong,157,,42.0,Senior Strategic Planner - Top Tier Communications Agency
8,BCD Travel,Hong Kong,"Ability to compile, manipulate, and translate data required for deliverables and client reporting. Where will YOUR career take you?...",Hong Kong,239,,43.8,"Senior Consultant, Advito, Asia Pacific (Air)"
9,ProJobs21,Hong Kong,"Representing a global leading luxury and lifestyle goods company to search for a strong caliber Business Analyst to prepare various regular and ad-hoc reports,...",Hong Kong,,,,"Regional Business Analyst, Designer Fashion Brand"
0,Fitch Group,Hong Kong,"Fitch Solutions delivers credit market data, analytical tools and risk services to the global financial community....",Hong Kong,,,,"Senior Director, Corporate Analysis"
1,Page Personnel,Hong Kong,Establishes effective working relationships with other internal areas and data providers for appropriate receipt of information needed for the completion of...,Hong Kong,85,,39.0,Regulatory Reporting Analyst - Global asset management firm
2,Ambition,Hong Kong,Senior Business Intelligence Analyst. Data provided is for recruitment purposes only. You will also have exposure to analyse data large amounts of data related...,Hong Kong,7,,51.0,Senior Business Intelligence Analyst
3,PEOBASE Limited,Hong Kong,Collect data from different business units. Manipulate the data under specific standards and context. Analyze the data and recommend the management....,Hong Kong,,,,"Senior Business Analyst, BI"
4,Robert Half Hong Kong,Hong Kong,"Provide data analysis and reporting as required. Business Analyst with insurance background, solid knowledge on life insurance products and operations....","Central, Hong Kong Island",5412,,44.4,Business Analyst (45K to 80K) 6 months rolling contract
5,Huxley,Hong Kong,You will help to migrate existing legacy database into the evergreen data model while helping implement new business requirements into the evergreen data model...,Hong Kong,6,,43.2,Senior Data Architect/Data Modeller
6,NeoMas Professional Services,Hong Kong,"Candidates with more experience can be considered as Senior Business Analyst. Able to define problems, collect data, establish facts and draw valid conclusion....",Hong Kong,,,,Business Analyst - SDMM (Retail)
7,Citi,Hong Kong,Experience in financial analysis and data manipulations is a plus. The Corporate Banking Business Management Analyst will provide support to all business lines...,Hong Kong,11052,,44.4,"CIB - Corporate Banking Business Management Analyst, Manager/AVP"
8,Mandurah Consultancy,Hong Kong,"Act as a project lead to coordinate with relevant function unit/line departments, IT teams and vendors to effective the development and implementation process,...",Kowloon,,,,Senior Business Analyst (SAP)
9,Quann,Hong Kong,"At least 2 to 3 years' experience in IT security operations or consultancy involving large systems, network infrastructure or data centre operations....",Hong Kong,,,,Security Analyst
0,Nigel Frank International Limited,Hong Kong,"Master data configuration. My client is a listed US Company, they are looking for an ERP Application Analyst / Business Analyst to join their regional ERP team....",Hong Kong Island,36,,39.0,Application Analyst / Business Analyst
1,Michael Page,Hong Kong,"Preferably with data analytics experience. Our client is a leading manufacturing/retail company in Hong Kong, which has more than 60 years of presence in the...",Hong Kong,157,,42.0,SAP SD Business Analyst - up to 40k
3,VF Corporation,Hong Kong,Planning Analyst Team. Ability to turn data and analytics into information to inform and influence decision-making....,"Kwun Tong, Kowloon",506,,43.8,Retail Planning Director
4,Page Personnel,Hong Kong,IT Business Analyst Industry:. Experienced in SQL and data analysis. Collect requirements and conduct data analysis accordingly....,Hong Kong,85,,39.0,Senior Business Analyst (12 Months renewable)
0,Schneider Electric,Hong Kong,"Consistently deliver relevant customer quotes to support product launches, press releases, analyst requests and the overall sales RFP process....",Hong Kong,2480,,51.0,"Director, Customer Stories Program"
3,PwC,Hong Kong,Support knowledge transfer with territory payroll teams on Workday/Payroll business process and data; Be the expert for the country from a business/functional...,Hong Kong,4488,,51.0,Client Payroll Analyst (1 year contract)-Project Ignite_Global
5,China Citic Bank International,Hong Kong,With exposure in data warehousing application is preferred. Provides technical solutions and support in the development and maintenance of application software...,Hong Kong,2,,51.0,"Senior System Analyst, Data Warehouse, BIMIS"
0,Melco Crown Entertainment,Hong Kong,Working experience with advanced data analytics preferred. This position will lead the Corporate Financial Analysis & Planning team of a growing multinational...,Hong Kong,21,,51.0,"Corporate Director, Financial Analysis & Planning"
1,Eternity Consulting,Hong Kong,"Proven track record in handling large amount of data. Listed on NYSE and HKEx, our client is a subsidiary of “Fortune Global Top 100 corporations” with 100,000+...",Hong Kong,,,,Senior Financial Analyst
2,Hillman Ross,Hong Kong,"We are now seeking for a Senior Financial Analyst. Conduct feasibility studies and do data mining, provide recommendation to management by analyzing revenue and...",Hong Kong,,,,Senior Financial Analyst (Fortune 500)
3,Thornstone Professional Services,Hong Kong,"Consolidate and gather profit planning financial data from functional team in regional office. Our client is a well-known international accessories brand, to...",Hong Kong,,,,Senior Financial Analyst
4,Page Personnel,Hong Kong,Financial Analyst / Business Analyst Industry:. Analyse financial data. Attractive salary package....,"Central and Western, Hong Kong Island",85,,39.0,Finance Analyst - MNC
5,Michael Page,Hong Kong,Analyse financial data. My client is a one of the market leader in the marketing field globally and is based in the US....,"Central and Western, Hong Kong Island",157,,42.0,Finance Analyst - MNC
6,Adecco,Hong Kong,"Proficient in MS Word, Excel, PowerPoint, PDF, use of research applications and data. KYC and Client Due Diligence for Global Clients....","Central and Western, Hong Kong Island",10878,,43.8,Client Outreach Analyst
7,CL Smart Sourcing Limited,Hong Kong,To prepare job control procedures for data conversation before system trial runs and production runs. CL Computers Group is a Pan-Asia information technology...,Hong Kong,,,,Business Analysts
8,Conners Recruitment,Hong Kong,All data collected will be used for recruitment purpose only & will be used strictly confidential. Provide technical directions and support in the development...,Hong Kong,,,,Systems Analyst (Bank)
9,Michael Page,Hong Kong,Analyse financial data. My client is one of the market leader in the retail industry and is based in Europe....,"Central and Western, Hong Kong Island",157,,42.0,Finance Analyst - Retail
0,Page Personnel,Hong Kong,Financial Analyst / Business Analyst Industry:. Analyse financial data. Attractive salary package....,"Central and Western, Hong Kong Island",85,,39.0,Finance Analyst - Retail
1,Aspire HK,Hong Kong,Review and analyze data to prepare Data Mappings and handle Data Migration/Integration. Participate in business/technical requirements gathering sessions to...,Hong Kong,3,,60.0,Senior Business Analyst
2,PEOBASE Limited,Hong Kong,Work with data analyst to identify new insight and initiate for new product solution. Previous exposure in Shipping or Logistics Industry or having Data...,Hong Kong,,,,Senior Business Analyst
4,Page Personnel,Hong Kong,Financial Analyst / Business Analyst Industry:. Recommend actions by analysing and interpreting data. About Our Client....,Hong Kong,85,,39.0,Business/ Finance Analyst - 40k or above
5,Michael Page,Hong Kong,"Recommend actions by analysing and interpreting data. My client is a retail company, specialise in selling luxury goods in Hong Kong and China....",Hong Kong,157,,42.0,Business/ Finance Analyst - 40k or above
6,Ambition,Hong Kong,They are seeking a Senior Financial Analyst. Finance & Accounting....,"Yau Tsim Mong, Kowloon",7,,51.0,"Senior Financial Analyst(BU), Native English, Supervisory Level"
7,Ambition,Hong Kong,"Senior Treasury Analyst. Data provided is for recruitment purposes only. As part of their growth plans in their business, they are now looking for a Senior...",Hong Kong Island,7,,51.0,Senior Treasury Analyst
8,Robert Half Hong Kong,Hong Kong,"As a KYC analyst you will engage in the following:. To qualify as a KYC analyst for this role, you MUST have:....","Central, Hong Kong Island",5412,,44.4,KYC Analyst- MNC Bank- 4 Months rolling - 30-40K
9,China Citic Bank International,Hong Kong,Exposure in data warehousing application is preferred. Develop application programs to address business needs and provide technical support in the development...,Hong Kong,2,,51.0,System Analyst / Senior System Analyst (MIS) (1 Year Contract)
0,ASM Technology,Hong Kong,Data collected will be used for recruitment purpose only. Technical development and project management for the IT Projects....,Hong Kong,9,,40.8,System Analyst
1,Haitong,Hong Kong,All applications will be treated in strict confidence and personal data collected will be used for recruitment purpose only....,Hong Kong,,,,System Analyst
4,The Bank of Tokyo-Mitsubishi UFJ Limited,Hong Kong,"Experience/knowledge in business analyst, local and/or global regulatory compliance and risk management know-how are highly preferred;...",Hong Kong,,,,Deputy Manager/Senior Supervisor - Operations Planning Department
8,Haitong,Hong Kong,All applications will be treated in strict confidence and personal data collected will be used for recruitment purpose only....,Hong Kong,,,,Application System Analyst / Developer
9,PwC,Hong Kong,"Solid experience in web application development with Javascript, HTML5 CSS, JQuery/SQL, Microsoft VBA, and data visualization tool, e.g QlikView;...",Hong Kong,4488,,51.0,Senior Officer (System Analyst) - Learning & Development-IFS_HK
0,Ambition,Hong Kong,"Senior Business / Financial Analyst, HK$35-38K, Retail Industry. They are now looking for a Senior Business / Financial Analyst to support their financial...","Yau Tsim Mong, Kowloon",7,,51.0,"Senior Business / Financial Analyst, HK$35-38K, Retail Industry"
1,Ambition,Hong Kong,"Senior Business Analyst, Retail / Sourcing Background Requried. Liaise with departments regarding plans and data collection for planning....","Yau Tsim Mong, Kowloon",7,,51.0,"Senior Business Analyst, Retail / Sourcing Background Requried"
2,Ipreo,Hong Kong,We are currently looking for an entry-level Client Success Analyst to support the Capital Markets products offered by Ipreo....,Hong Kong,27,,40.2,Client Service Analyst
3,Société Générale,Hong Kong,Business Analyst Skills. The successful candidate will join the ITEC / DCC / REG as a developer / business analyst....,Hong Kong,1153,,44.4,IT Developer / Business Analyst (Legal & Compliance topics)
4,Green network technology,Hong Kong,"That includes steering performances optimization, identifying possible improvements in data workflow, etc......",Hong Kong,,,,Application Support Analyst
5,Conners Recruitment,Hong Kong,"All data collected will be used for recruitment purpose only & will be used strictly confidential. Our client, a well-known bank company in Hong Kong, is...",Hong Kong,,,,Application Support Analyst
6,Michael Page,Hong Kong,Monitor the stability of the data architecture and system to ensure its efficiency and availability. Our client is a leading International Asset Management firm...,Hong Kong,157,,42.0,Application Support Analyst - Buy-Side Firm
7,ING,Hong Kong,"Oversee data room process, administer Q&As’ logistics and follow-up Assist in the training and development of junior colleagues KEY COMPETENCIES....",Hong Kong,1077,,51.0,"Associate / (Junior) Vice President, Corporate Finance"
8,Michael Page,Hong Kong,Collect data and develop analysis for performance improvements. Our client is a leading retail operator....,Hong Kong,157,,42.0,Commercial Analyst (35-45K) @ MNC (require pricing experience)
9,Michael Page,Hong Kong,"Phase 2 implementation (schedule reporting, unstructured data). Prefer experience with data warehouse and performance attribution systems (e.g....",Hong Kong,157,,42.0,Project Manager + Business Analyst (6-mth contract 80k)
0,Wonderful Sky Financial Group Limited,Hong Kong,Maintain strong relationship with institutional investors and buy side/sell side analyst. All personal data of unsuccessful applicants will be destroyed within...,Hong Kong,,,,Investor Relations Executive
1,Seamatch Asia,Hong Kong,"Strong technical knowledge in case management and business process related system implementation, web based solutions, document management systems, and data...",Hong Kong,,,,(Senior) Business Systems Analyst
2,Eastwood Consultants,Hong Kong,"Act as a key driver of C&B matters for Hong Kong and regional offices including salary review, salary benchmarking, job evaluation, manpower budgeting, C&B data...",Hong Kong,,,,Senior HR Analyst (Regional C&B)
3,Optimum Talent Database,Hong Kong,"Implement and maintain SQL databases and data transformation services. Perform system coding, testing, and implementation....",Hong Kong,,,,Analyst Programmer / IT Helpdesk Assistant
4,Michael Page,Hong Kong,"Manage the IT Business Analyst team. Involve in both short-term and long-term IT roadmap development (CRM, ERP, data analysis, merchandising planning, retail...",Kowloon,157,,42.0,BA Director / Project Manager - China E-Commerce
5,AS Watson Careers,Hong Kong,Collect and understand user requirements and perform technical analyst and specification writing. All personal data of unsuccessful applicants will be destroyed...,"Fo Tan, New Territories",,,,System Analyst (CRM Systems)
6,The Bank of Tokyo-Mitsubishi UFJ Limited,Hong Kong,To assist the Senior Analyst in providing research (primarily regarding industries) support to the Marketing Team;...,Hong Kong,,,,Senior Officer/ Officer (Analyst) - Non-Japanese Planning Department
7,Hudson,Hong Kong,Develop reports and financial models to analyse business data and performance. Our client is a well established FMCG multi national company with rapid expansion...,Hong Kong,156,,42.6,Financial Analyst
8,Ambition,Hong Kong,"Senior Pricing Analyst, Fortune 500 company. Data provided is for recruitment purposes only. Excellent excel skills and comfortable handling data mining....",Hong Kong,7,,51.0,"Senior Pricing Analyst, Fortune 500 company"
9,Capgemini Financial Services,Hong Kong,"Test Environment & Test Data Management. Review test cases, and identify test data. Understand the requirements and review test scenarios....",Hong Kong,4632,,43.8,QA Engineer / Software Test Engineer / Test Analyst
0,Macdonald & Company,Hong Kong,"Synthesize the output gained from floor plans, occupancy data, technology assumptions, observations, surveys, interviews and focus groups into opportunities and...",Hong Kong,99,,43.8,Workplace Project Manager - Hong Kong
1,Morgan McKinley,Hong Kong,Financial data entry and maintain up-to-date databases/systems. This role is open to experienced FI and NBFI Credit Analyst candidates....,Hong Kong,10,,42.0,Senior Credit Analyst - FI/NBFI Sector
4,Hillman Ross,Hong Kong,"Help developing reports and extracting data for users. Conduct regular data quality analysis, system UAT and monitoring....",Hong Kong,,,,"Senior Application Analyst (CRM, ERP, POS)"
5,Global Executive Consultants,Hong Kong,"Our client, a Leading Bank, is looking for high-caliber person to fill the position. Job Duties Lead a team of Business Analysts / Assistant Project...",Hong Kong,,,,Project Manager (Transformation & Data Management) (Ref. No.: 21839)
8,Hillman Ross,Hong Kong,"Help developing reports and extracting data for users. Conduct regular data quality analysis, system UAT and monitoring....",Hong Kong,,,,SENIOR IT APPLICATION SUPPORT ANALYST (REGIONAL)
0,Maxim's Caterers Ltd,Hong Kong,"Responsible for design, development and maintenance of Data Management Solution for Analytics, including Data Warehouse using Oracle/SQL server....",Hong Kong,2,,42.0,"Senior Business Analyst, IT"
1,CHINA TELECOM GLOBAL LIMITED,Hong Kong,Personal data collected would be used for recruitment purpose only. China Telecom Global Limited (CTG) is the wholly owned international business subsidiary of...,Hong Kong,,,,Senior Research Analyst
2,NeoMas Professional Services,Hong Kong,"Ensure data interface between subsidiaries and Global head office are properly maintained. Ensure system security, data consistency & accuracy and compliance...",Hong Kong,,,,Senior BI Analyst - Business Objects (In-house)
3,JHC (International)Ltd,Hong Kong,Personal data will be used for recruitment purpose only. Candidate with more experience will be considered as Senior Programmer / Analyst Programmer....,"Wong Chuk Hang, Hong Kong Island",,,,IT Programmer /Analyst Programmer
