,company,country,description,location,review,salary,star,title
8,Tetra Pak,Indonesia,"Utilisation of Tetra Pak’s Software and Engineering Tools (Plant Model, Matrix). Engineering Calculations and Utility Consumption Calculations,....",Jakarta,,,,Process Engineer
9,LoginextSolutions,Indonesia,"And ERP software, cloud based software and mobile applications. Understand LogiNext software in. Using the software and train their drivers and delivery boys to...",Jakarta,,,,Client Success Analyst- SEA
0,LogiNext Solution,Indonesia,"And ERP software, cloud based software and mobile applications. Understand LogiNext software in. Using the software and train their drivers and delivery boys to...",Jakarta,,,,Client Success Analyst- SEA
1,Royal HaskoningDHV: ID,Indonesia,"Proficient in ACAD, REVIT, MS office applications and design software for Architectural works. A background in preferable Architectural design and engineering...",Jakarta,,,,Architect
2,Resindo,Indonesia,Familiar with Mechanical Engineering Software such as:. Minimum S1 / bachelor degree from Mechanical Engineering....,Jakarta,,,,Engineer (Mech./ MHS)
3,Siemens AG,Indonesia,"Software site testing, commissioning and troubleshooting. Candidate is a fresh graduate with bachelor degree from Electrical Engineering or equivalent from a...",Jakarta,5.293 ulasan,,51.6,SCADA Engineer
4,Blue Visions Management,Indonesia,"S1 in Mechanical Engineering. Can operate Auto Cad software will be beneficial. Good at Microsoft software application (Excel, Word, Power point, MS Project,...",Jakarta,,,,Cost Estimator Engineer
5,Oceaneering,Indonesia,Qualifications and Training ¿ Degree in Engineering related discipline (E) ¿ Postgraduate qualification in corrosion (P) ¿ Chartered Engineer as defined by the...,Jakarta,,,,Corrosion Engineer
6,JGC Indonesia,Indonesia,"Familiarized in ETAP and other engineering software. Minimum 8 years experience in detail engineering, experienced in Developing Specification, preparing data...",Jakarta,,,,Electrical Engineer
7,DOKU ID,Indonesia,Middle Software Engineer Java. Have passion in software engineering. Like to follow news and trends around IT especially around his/her skillset....,Jakarta,,,,Middle Software Engineer Java
8,"Red Hat, Inc.",Indonesia,5-10 years of experience as a sales engineer building and implementing Linux or UNIX software solutions....,Jakarta,,,,Solutions Architect - Platform
9,McKinsey & Company,Indonesia,"As Software Engineer, you will contribute to the development across the technology stack, from database to native apps....",Jakarta,,,,Software Architect
0,Ralali,Indonesia,It will be an exciting opportunity for you as young talents and professionals to grow your skill and knowledge by joining us. Responsibilities: Bring...,Jakarta,,,,Software Engineer
1,Jurnal Consulting,Indonesia,Full stack software development and unit/integration testing. Review functional specifications produced by product management team....,Jakarta,,,,Software Engineer
2,MyRepublic Indonesia,Indonesia,PT Eka Mas Republik member of Sinarmas (MyRepublic) is seeking highly-skilled Software Engineers with extensive knowledge and professional experience in...,Jakarta,,,,Software Engineer
3,FasPay,Indonesia,"Bachelor's Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication), Science & Technology or equivalent....",Jakarta,,,,System Engineer
4,PeoplePlus Advisory,Indonesia,"Minimum Degree in Computer Engineering, Electronics or equivalent. Kindly send your application by Quick Apply button below PROJECT TEAM LEAD - DKI Jakarta is a...",Jakarta,,,,PROJECT TEAM LEAD
5,Chub Pamadana International PT,Indonesia,"Experience in testing software products in Web and/or Mobile environment. One of our clients, a fast growing Indonesian-based eWellness company which supports...",Jakarta,,,,Quality Assurance Engineer
6,Indosystem,Indonesia,"Bachelor (S1) in Computer Science / Engineering / better. This VP Engineering role is 50% hands on software development – 50% management and team building, a...",Jakarta,,,,VP Engineering
7,Testindo,Indonesia,Elektronika Instrumentasi Engineering Code :. Menyukai system interfacing hardware – software seperti. Pendidikan min. D3 Teknik Mesin / Elektro / Fisika...,Jakarta,,,,Elektronika Instrumentasi Engineering
8,Oracle,Indonesia,"Engineering or Systems Engineering, BE, computer science or MBA. Post Graduate or Graduate level degree focused on Computer Science, Software....",Jakarta,3.076 ulasan,,44.4,Consulting Techno functional Lead
0,Check Point Software Technologies Ltd.,Indonesia,Check Point is looking for a talented and experienced Security Engineer to join our successful team in Indonesia....,Jakarta,,,,Security Engineer
1,Halodoc,Indonesia,"Experienced in Agile or Scrum software development methodologies. / M.Tech Computer Science/Instrumentation, Computer Engineering or related fields....",Jakarta,,,,QA Engineer
2,Weatherford,Indonesia,"Basic knowledge of relevant computer software. At wellsite interface as required with Company representative, tool pusher, drill crew, completion engineer and...",Jakarta,2.653 ulasan,,44.4,FIELD ENGINEER III - CHFC
3,DOKU ID,Indonesia,Software Engineer iOS. Have passion in software engineering. 2+ years of iOS software development experience (please note AppStore examples)....,Jakarta,,,,Software Engineer iOS
4,Blanja.com,Indonesia,"Also you'll involved in each software development life cycle phase in every project. 1 year experience/ freshgraduate , Bachelor's degree in Computer Science,...",Jakarta,,,,Backend Developer (Bootcamp)
5,DHL,Indonesia,Good Software skills (Ms. Provide engineering services to the Region & other Countries under the Management of Regional Network Operations Engineering....,Jakarta,7.550 ulasan,,44.4,Industrial Engineer
6,DOKU ID,Indonesia,"Software QA Engineer. Have passion in software engineering, quality, exceptional attention to detail. Comfortable using software debugging tools....",Jakarta,,,,Software QA Engineer
7,JGC Indonesia,Indonesia,"Minimum 8 years experience in Detail Engineering work at EPC Project for Oil & Gas Industry related or Petrochemical & Chemical Plant related, familiar with...",Jakarta,,,,Piping Engineer
8,PT WALLEX TEKNOLOGI BERKAT,Indonesia,"Diploma / Bachelor Degree in IT or related studies Proficient in RESTful API development, Event driven programming and relational databases Knowledge and...",Jakarta,,,,Junior Software Engineer (4 positions available)
9,Jurnal Consulting,Indonesia,"Candidate must possess at least a Diploma, Bachelor's Degree, Master's Degree / Post Graduate Degree, Computer Science/Information Technology, Engineering...",Jakarta,,,,Software Tester / QA
0,DOKU ID,Indonesia,"Have passion in software engineering, quality, exceptional attention to detail. Like to follow news and trends around IT especially around his/her skillset....",Jakarta,,,,Database Engineer
1,Medtronic,Indonesia,"Tertiary qualifications in Biology, Physiology, Engineering, Perfusion, Nursing, Medical Sciences or Biomedical engineering field, Pharmacy....",Jakarta,,,,Market Development Specialist - CRHF
2,Testindo,Indonesia,Machine Design Engineering - Code :. Pendidikan min. D3 Teknik Mesin / Elektro. Lebih disenangi yang memiliki interest dalam aktifitas reverse engineering....,Jakarta,,,,Machine Design Engineering
3,HILTI,Indonesia,Bachelor’s degree in Civil Engineering. Minimum 2 years working experience as Engineer in Consultant/Contractor....,Jakarta,,,,DESIGN ENGINEER
4,Excellerate,Indonesia,"Background in software engineering. Experience in data extraction and processing, feature engineering and correlation analysis;...",Jakarta,,,,Data Scientist
5,Siemens AG,Indonesia,"Electrical Power Engineering Degree, and specific basic background on electrical network study softwares and its related services....",Jakarta,5.293 ulasan,,51.6,EM DG PTI Promoter/ Proposal
6,Royal HaskoningDHV: ID,Indonesia,"Candidate must possess at least Bachelor's Degree or Master's Degree in Water Resources, Engineering (Civil), Hydraulic Engineering or equivalent....",Jakarta,,,,Hydrologist & Modeller
7,Tek Experts,Indonesia,"You will also be the first technical contact point for medium and enterprise sized customers, working with their IT system admins/IT deployment engineers and...",Jakarta,,,,Technical Support Engineer
8,Highpoint,Indonesia,"Pendidikan S1 Desain Komunikasi Visual/ Teknik. Menguasai Software Design Adobe Family (Illustrator, Photoshop)....",Jakarta,,,,Creative Designer
0,PT. Abhimata Persada,Indonesia,"More than 1 year of working experience in Java Programming are strongly encouraged to apply, Fresh graduates are welcome to apply Highly interested in...",Jakarta,,,,Software Engineer
1,Stampindo Lancar Jaya PT,Indonesia,"Stamps is the biggest cloud-based CRM/loyalty platform in Indonesia, serving numerous leading brands with hundreds of thousands of unique members (and growing...",Jakarta,,,,Junior Software Developer
2,"Pensons Group, PT",Indonesia,Coordination and preparation of design documentation for the relevant engineering discipline using industry standard software and work practices....,Jakarta,,,,DRAFTING DESIGNERS
3,Trikarsa Sempurna Sistemindo PT,Indonesia,"Familiarity with backup and recovery software and methodologies. Candidates must possess at least a bachelor's Degree, Engineering ( Computer/Telecommunication...",Jakarta,,,,Network Infrastructure Engineer
4,"Inertia HR Solutions, PT",Indonesia,Minimum Diploma in Mechanical Engineering. Proficient in 3D CAD Software (Solidworks preferred). Interested applicants kindly submit your resume by Quick Apply...,Jakarta,,,,MECHANICAL DESIGNERS
5,Google,Indonesia,"Experience architecting and developing software or infrastructure for scalable, distributed systems. Experience serving in the capacity of a technical sales...",Jakarta,,,,"Customer Solutions Lead, Google Cloud"
6,Pinnacle Investment,Indonesia,"As a software engineering intern, you will learn how to solve various complex exciting problems at large scale and work alongside highly talented and innovative...",Jakarta,,,,Software Developer / Engineer (Internship)
8,PT Multi Adiprakarsa Manunggal (KARTUKU),Indonesia,Have experience Software Quality Assurance & SDL. What will you need to be successful in this role?...,Jakarta,,,,Application Support Engineer
9,Verint Systems Inc,Indonesia,Experience of full software life cycle. A Bachelor's or Master’s degree in Computer Science / Software Engineering or an equivalent third level qualification in...,Jakarta,,,,Java Support Engineer
0,"Delta Career Indonesia, PT",Indonesia,NETWORK ENGINEERING SUPERHERO. At least 2-3 years working experience as Network Engineer or Administrator. Please send your application by Quick Apply button...,Jakarta,,,,NETWORK ENGINEERING SUPERHERO
1,Trisinergy Global Resources PT,Indonesia,Identify business process transformation opportunities and develop software tools to drive efficiency in the organization....,Jakarta,,,,IOT Engineer
2,"Columbia Personnel Services, PT",Indonesia,"SYSTEMS ENGINEER ADMINISTRATOR NETWORK. Setup and configure maintenance Checkpoint, Firewall & Antivirus software and other security software....",Jakarta,,,,SYSTEMS ENGINEER ADMINISTRATOR NETWORK
3,Traveloka,Indonesia,"Passion in software engineering, application development, or systems development. With strong skill sets in artificial intelligence, machine learning, and other...",Jakarta,4 ulasan,,51.0,Machine Learning Lead
4,Black & Veatch,Indonesia,"Bachelor’s degree in Electronic Engineering or equivalent. Extensive working experience with market current DCS hardware, software, and tools....",Jakarta,,,,Lead DCS Commissioning Engineer - Power (Till Aug 2019)
5,Pinnacle Investment,Indonesia,"Develop, improve, and maintain robust trading platform and portfolio management system infrastructure. Responsible for technical development, implementation,...",Jakarta,,,,Software Developer / Engineer
6,HILTI,Indonesia,"If you’ve worked in engineering, you may well have heard of us. We provide leading-edge tools, technologies, software and services for the global construction...",Jakarta,,,,LOGISTIC SPECIALIST
7,"Columbia Personnel Services, PT",Indonesia,Provide support for Engineering Data Analysis (EDA) applications and systems used in semiconductor industry that generate/view the reports and engineering...,Jakarta,,,,INFORMATION ANALYST
0,Blue Visions Management,Indonesia,Bachelor Degree in Civil Engineering. Proficiency in project controls software required. Exciting opportunities exist for Project Controllers with civil...,Jakarta,,,,Project Controllers – Power Plant Project
1,blueVisions,Indonesia,Bachelor Degree in Civil Engineering. Proficiency in project controls software required. Exciting opportunities exist for Project Controllers with civil...,Jakarta,,,,Project Controllers – Power Plant Project
2,HarukaEdu,Indonesia,"Knowledge of software QA methodologies, tools, and processes. Bachelors' degree in information system, computer science, system engineering or Fresh graduated...",Jakarta,,,,Quality Assurance
3,Traveloka,Indonesia,Experience in software engineering or background in Computer Science is a plus. You will be the Chief of Architect of Traveloka-wide business processes and...,Jakarta,4 ulasan,,51.0,Business Architect
4,Chandra Asri Petrochemical,Indonesia,"Graduated from a reputable university majoring in Mechanical Engineering (Bachelor degree). Proviciency in using other scheduling software is an advantage, such...",Jakarta,,,,Project Planning & Control
6,Traveloka,Indonesia,"Experience with Excel, SQL, and/or statistical software packages. Bachelor Degree in engineering, mathematics, economy, operations research, or related...",Jakarta,4 ulasan,,51.0,Business Intelligence Analyst
8,Traveloka,Indonesia,"Passion in software engineering, application development, or systems development. Good business acumen, excellent problem skills and broad understanding of...",Jakarta,4 ulasan,,51.0,Integration Engineering Lead
9,Weatherford,Indonesia,"Basic knowledge of relevant computer software. At wellsite interface as required with Company representative, tool pusher, drill crew, completion engineer and...",Jakarta,2.653 ulasan,,44.4,SR. COMPLETIONS SPECIALIST
0,PT Multi Adiprakarsa Manunggal (KARTUKU),Indonesia,Strong knowledge in Software Quality Assurance. Minimum 2 years working experience as Software Tester. What will you need to be successful in this role?...,Jakarta,,,,QA Engineer
1,EY,Indonesia,"Possesses a Bachelor’s degree in Actuarial Science, Mathematics, Statistics, Engineering, Finance, Accounting, Economics, or Business from a reputable...",Jakarta,3.881 ulasan,,51.0,Financial Services Risk Management (FSRM) Consultant
2,"Columbia Personnel Services, PT",Indonesia,Please send your application by Quick Apply button below SYSTEMS ENGINEER - DKI Jakarta is a job title that is categorized as IT - Software job within the...,Jakarta,,,,SYSTEMS ENGINEER
3,HILTI,Indonesia,"Bachelor’s degree in engineering preferably Civil. If you’ve worked in engineering, you may well have heard of us....",Jakarta,,,,BUSINESS DEVELOPMENT- POWER
5,OTO Group,Indonesia,"Pendidikan D3/S1 Teknik Informatika /Manajemen Informatika/Teknik Komputer*. Menyediakan, memelihara dan mengembangkan infrastruktur hardware, software...",Jakarta,,,,It Network Engineer
6,Traveloka,Indonesia,"Excellent understanding of software engineering concepts, design patterns, and algorithms. Passion in software engineering, application development, or systems...",Jakarta,4 ulasan,,51.0,Software Engineering Lead
7,Carmundi,Indonesia,As a software engineer you will design and develop complex web applications and new features for our classifieds platform....,Jakarta,,,,Team Lead Software Engineering
8,Tokopedia,Indonesia,Make current data infrastructure better by exploring and integrating new big data technologies and software engineering tools into current infrastructures....,Jakarta,2 ulasan,,51.0,Data Engineer
0,SAP,Indonesia," Master’s degree, preferably in commerce, engineering, information technologies or MBA an asset….  Required university degree, preferably in commerce,...",Jakarta,,,,Project Principal Consultant
1,Xerindo,Indonesia,BSS INTEGRATOR ENGINEER. Software scripting HUAWEI BTS. Understand the HUAWEI devices....,Jakarta,,,,BSS INTEGRATOR ENGINEER
2,"Columbia Personnel Services, PT",Indonesia,Please send your application by Quick Apply button below SOFTWARE ENGINEERS - DKI Jakarta is a job title that is categorized as IT - Software job within the...,Jakarta,,,,SOFTWARE ENGINEERS
3,PT Multi Adiprakarsa Manunggal (KARTUKU),Indonesia,Have experience Software Quality Assurance & SDLC. What will you need to be successful in this role?...,Jakarta,,,,Release Engineer
4,Ninja Xpress (PT. NINJA LOGISTIK INDONESIA),Indonesia,"Deep understanding of software QA, including best practices, proceses and all kinds of testing. Bachelor's degree in Computer Science or related major....",Jakarta,,,,Software Engineer in QA
6,Traveloka,Indonesia,"Experience in software engineering is a plus. At least 3 years experience in software security. As a Software Security Architect, you will be the primary...",Jakarta,4 ulasan,,51.0,Software Security Architect
9,Tokopedia,Indonesia,"Manage day to day engineering tasks for the team. Strong design skills, understanding of design patterns and ability to define intuitive and usable software...",Jakarta,2 ulasan,,51.0,Technical Architect
0,Indosystem,Indonesia,Bachelor (S1) in Computer Science / Engineering / better. Know Software Design Pattern & Big O Notation. About This Position....,Jakarta,,,,Mobile Engineer (iOS & Android)
1,Ralali,Indonesia,"Bachelor's degree in computer science, information technology, software engineering or any related areas....",Jakarta,,,,Mobile Engineer
2,PT Multi Adiprakarsa Manunggal (KARTUKU),Indonesia,What will you need to be successful in this role? Key Core Competency Fostering Teamwork (Junior/Mid) Developing Others (Senior) Analytical Thinking...,Jakarta,,,,Software Engineer
3,"Inertia HR Solutions, PT",Indonesia,SOFTWARE TEST TESTER. Bachelors Degree in Computer Engineering. Interested applicants kindly submit your resume by Quick Apply button below SOFTWARE TEST TESTER...,Jakarta,,,,SOFTWARE TEST TESTER
4,"Hexa Power Utama, PT",Indonesia,SOFTWARE ADMINISTRATOR (3D SOFTWARE). Implements and enhance Engineering applications. Please send your application by Quick Apply button below SOFTWARE...,Jakarta,,,,SOFTWARE ADMINISTRATOR (3D SOFTWARE)
5,Farpoint Realty Indonesia,Indonesia,"Maintain inventory of all equipment, software and software licenses and administer the purchase. Bachelor degree of Computer Science/IT, Engineering (Computer...",Jakarta,,,,IS&T Helpdesk Staff
6,Traveloka,Indonesia,Good understanding of software engineering concepts. Ability to analyze and decompose complex software or product and design test plan....,Jakarta,4 ulasan,,51.0,Quality Engineer (Part time/Remote)
7,ABB,Indonesia,"Knowledge of MS Office and AutoCAD software is desired. Arrange all required projects documents for onsite projects.To be considered for this role, you should...",Jakarta,,,,Service Engineer
8,PT. Bhinneka Mentari Dimensi (Bhinneka.com),Indonesia,"Diutamakan dari jurusan Teknik Informatika/Sistem Informatika, Pemasaran/Marketing, Ilmu Komunikasi. Bhinneka Mentari Dimensi is a leading IT distribution and...",Jakarta,,,,Telesales
9,"Inertia HR Solutions, PT",Indonesia,SNR / FACILITIES ENGINEER. Degree in Electrical Engineering. Knowledge of Microsoft software applications....,Jakarta,,,,SNR / FACILITIES ENGINEER
0,PT Indocyber Global Teknologi,Indonesia,Have a high interest in software engineering as Programmer .Net (C#). Minimum D3 /D4/ S1 in Computer Science/Information Technology/ Mathematics/Physics/...,Jakarta,,,,Bootcamp .Net Programmer (Fresh Graduate)
1,PT Nusa Satu Inti Artha,Indonesia,Have passion in software engineering. Like to follow news and trends around IT especially around his/her skillset....,Jakarta,,,,Java Engineer
2,Tokopedia,Indonesia,"Experienced in Software Development Lifecycle Agile/Scrum methodology. Major in engineering, computer science, information system or related fields....",Jakarta,2 ulasan,,51.0,Business Intelligence Specialist
3,Agung Podomoro - Head Office,Indonesia,Mengerti bahasa pemrograman desktop dengan teknik Object Oriented Programing (OOP). Membantu dan membuat program – program software yang diperlukan management....,Jakarta,,,,IT Officer
4,"Hexa Power Utama, PT",Indonesia,SOFTWARE ASSOCIATE ENGINEER/ ENGINEER (PLC MACHINE CONTROL). Please send your application by Quick Apply button below SOFTWARE ASSOCIATE ENGINEER/ ENGINEER (PLC...,Jakarta,,,,SOFTWARE ASSOCIATE ENGINEER/ ENGINEER (PLC MACHINE CONTROL)
5,"Inertia HR Solutions, PT",Indonesia,Interested applicants kindly submit your resume by Quick Apply button below ITIL PROCESS ANALYST - DKI Jakarta is a job title that is categorized as IT -...,Jakarta,,,,ITIL PROCESS ANALYST
6,PT Nusa Satu Inti Artha,Indonesia,"Have passion in software engineering, quality, exceptional attention to detail. Like to follow news and trends around IT especially around his/her skillset....",Jakarta,,,,UI Engineer
9,Platinum Manpower Search,Indonesia,SYSTEMS NETWORK ENGINEER. SYSTEMS NETWORK ENGINEER - DKI Jakarta is a job title that is categorized as IT - Hardware / Network / Security job within the...,Jakarta,,,,SYSTEMS NETWORK ENGINEER
0,Quipper,Indonesia,"The engineering at Quipper is focused on productivity. ・Output activity online as a software developer e.g. blog, GitHub....",Jakarta,,,,Web Engineer
1,Allianz Indonesia,Indonesia, Software Configuration Management. O Adhere to software change management disciplines and methodology....,Jakarta,,,,Configuration and Release Manager - Information Technology Division
2,"Delta Career Indonesia, PT",Indonesia,NETWORK MAINTENANCE ENGINEER. Diploma in Electronics and Communication Engineering. Please send your application by Quick Apply button below NETWORK MAINTENANCE...,Jakarta,,,,NETWORK MAINTENANCE ENGINEER
3,"Columbia Personnel Services, PT",Indonesia,SYSTEM TEST ENGINEER. Minimum Bachelor Degree in Computer Engineering. Minimum 3 years experience in field engineering....,Jakarta,,,,SYSTEM TEST ENGINEER
4,OMDC Dental Clinic,Indonesia,Menguasai penggunaan DSLR dan memahami teknik fotografi. Melakukan semua proses post –production mulaidari editing hingga teknik pewarnaan....,Jakarta,,,,Creative Fotografer
5,PT Nusa Satu Inti Artha,Indonesia,"Have passion in software engineering, quality, exceptional attention to detail. Like to follow news and trends around IT especially around his/her skillset....",Jakarta,,,,Database Engineer
6,PT Cipta Prima Parkirindo,Indonesia,"Menguasai Install / Setup / Software Computer. Pria, Pendidikan STM TKJ / D3 / S1 Teknik Komputer / Informatika, maksimal 30 tahun. Office / Libre office....",Jakarta,,,,IT Support
7,PetroSea,Indonesia,"Strong computer skills, preference is competent using statistical software application such as MINITAB. Senior Business Improvement Engineer to recruitment...",Jakarta,,,,"Senior Business Improvement Engineer (Head Office,"
8,Buana Varia Komputama,Indonesia,Having a bachelor/master degree from a reputable university majoring in Computer Science/Informatics Management/Computer Engineering....,Jakarta,,,,Site Manager (SM)
9,"Quantum Global Solusi, PT",Indonesia,PRINCIPAL SOFTWARE ENGINEER. Please send your application by Quick Apply button below PRINCIPAL SOFTWARE ENGINEER - DKI Jakarta is a job title that is...,Jakarta,,,,PRINCIPAL SOFTWARE ENGINEER
0,PeoplePlus Advisory,Indonesia,SOFTWARE DEVELOPMENT LEAD ENGINEER. Kindly send your application by Quick Apply button below SOFTWARE DEVELOPMENT LEAD ENGINEER - DKI Jakarta is a job title...,Jakarta,,,,SOFTWARE DEVELOPMENT LEAD ENGINEER
1,Blanja.com,Indonesia,"Technical background as a software engineer or designer. As the product owner, you will lead a team of designers on the path to building new products and...",Jakarta,,,,Product Owner
2,GO-JEK,Indonesia,"Graduated with a Bachelor's degree in computer science, software engineering or any related areas. Give advice and coaching fellow product engineer....",Jakarta,,,,Mobile Engineer (iOS)
3,Daikin Indonesia,Indonesia,"Pendidikan minimal S1, jurusan teknik. Menyeleksi acessorie peralatan airconditoner secara manual atau secara software....",Jakarta,,,,Engineering & Technical Support
4,HarukaEdu,Indonesia,"Bachelors' degree in information system, computer science, system engineering or Fresh graduated are welcome to apply. Monitor system performance....",Jakarta,,,,System Admin
5,"Pacific Konsultama, PT",Indonesia,MOBILE SOFTWARE ENGINEER. Please send your application by Quick Apply button below MOBILE SOFTWARE ENGINEER - DKI Jakarta is a job title that is categorized as...,Jakarta,,,,MOBILE SOFTWARE ENGINEER
6,Tek Experts,Indonesia,"Minimum 2 years work-related experience with technical support or software applications. Identify and assign the incident to the appropriate severity level,...",Jakarta,,,,Technical Support Advocate
7,"Verizon Consultants Asia, PT",Indonesia,"Minimum Bachelor Degree in Mechanical Engineering. Interested candidates, kindly send your CV by Quick Apply button below M&E LEADER - DKI Jakarta is a job...",Jakarta,,,,M&E LEADER
8,Codigo Cyberlin Metadata PT,Indonesia,Experience designing great user experiences for web and mobile software. 6 Ability to see a project through from initial design to support of the engineering...,Jakarta,,,,UI / UX Designer
9,Resindo,Indonesia,Develop detail engineering drawing. Able to execute design & engineering drawing and MTO. Ensure all work adheres to international Engineering Standards and...,Jakarta,,,,Draftsman (Civil/ Structural Earthworks)
0,DNC,Indonesia,"Solid OOP and software design knowledge:. Experience in hands-on coding and software design. Bachelor Degree, majoring in Computer Science / Computer...",Jakarta,,,,Back-end Engineer
1,"Columbia Personnel Services, PT",Indonesia,SYSTEM SOFTWARE ENGINEER. Two years of software engineering experience. Please send your application by Quick Apply button below SYSTEM SOFTWARE ENGINEER - DKI...,Jakarta,,,,SYSTEM SOFTWARE ENGINEER
2,Memiontec Indonesia PT,Indonesia,Power Point) and Engineering software packages (e.g. Good Engineering knowledge; Minimum D3 Majoring in Civil Engineering;...,Jakarta,,,,Civil Engineer
3,UCWeb,Indonesia,"Bachelor degree with 2-3 year experience , preferred in Digital Marketing,Public Relations, Communications, Journalism, IT Engineering, or related field....",Jakarta,,,,Indonesia Social Media Assistant Manager
4,Indosystem,Indonesia,DevOps & Scalability Engineer. Good understanding of software design & testing principles. As Scalability Engineer you need to use all the tools you build (or...,Jakarta,,,,DevOps & Scalability Engineer
5,"Nextar Recruiters Network, PT",Indonesia,"MAINTENANCE SCHEDULER ENGINEER. Diploma Degree in Engineering. Familar with SAP, MS Project software. Please send your application by Quick Apply button below...",Jakarta,,,,MAINTENANCE SCHEDULER ENGINEER
6,Tokopedia,Indonesia,"As a software engineer, you will bring solutions that change the lives of millions of users. Here at Tokopedia, you will work with a small team and can switch...",Jakarta,2 ulasan,,51.0,Software Engineer
7,PT Nusa Satu Inti Artha,Indonesia,"Have passion in software engineering, quality, exceptional attention to detail. Comfortable using software debugging tools....",Jakarta,,,,QA Engineer
8,PT Nusa Satu Inti Artha,Indonesia,"Have passion in software engineering, quality, exceptional attention to detail. Like to follow news and trends around IT especially around his/her skillset....",Jakarta,,,,Network & Infrastructure Engineer
9,PetroSea,Indonesia,"Min bachelor degree in Mining Engineering. Familiar with mine planning , scheduling software & Dozer Push Method....",Jakarta,,,,Mine Engineer (Planning)
0,Shelter Nusantara PT,Indonesia,"Menguasai komputer hardware, software dan jaringan. Bertanggung jawab melakukan instalasi peralatan security system (hardware & software) dan IT Network....",Jakarta,,,,Technical Support
1,Tokopedia,Indonesia,"Minimum 4 years of experience in software engineering, software architect, or software development. Working knowledge of software engineering functions....",Jakarta,2 ulasan,,51.0,Engineering Manager
2,"Columbia Personnel Services, PT",Indonesia,IT PROJECT ENGINEER. Please send your application by Quick Apply button below IT PROJECT ENGINEER - DKI Jakarta is a job title that is categorized as IT -...,Jakarta,,,,IT PROJECT ENGINEER
3,Tokopedia,Indonesia,"Engage in service capacity planning and demand forecasting, software performance analysis and system tuning. Design, write and deliver software to improve the...",Jakarta,2 ulasan,,51.0,Site Reliability Engineer
4,Traveloka,Indonesia,"Excellent understanding of software engineering concepts, design patterns, and algorithms. Passion in software engineering, application development, or systems...",Jakarta,4 ulasan,,51.0,Software Engineer - Back end
5,Lenovo,Indonesia,"This activity will also include, working on customer escalations with support from a Level 2 Engineer as needed....",Jakarta,,,,Technical Support Specialist
6,PetroSea,Indonesia,Diploma degree in Engineering / Surveying. Use and maintain survey software in order to ensure efficiency in survey activities....,Jakarta,,,,Surveyor (Construction)
0,Farpoint Realty Indonesia,Indonesia,"Students majoring in Computer Science/IT, Engineering (Computer/Telecommunication) or equivalent. Provide responsive and effective desktop and office...",Jakarta,,,,IT Intern (3 months)
1,Reckitt Benckiser Group,Indonesia,"Experience in using PeopleSoft/JDE/SAP or other ERP statistical software packages. Bachelors Degree in Engineering (Industrial), Business Studies/Administration...",Jakarta,,,,Supply Planner
2,PT Nusa Satu Inti Artha,Indonesia,Have passion in software engineering. 2+ years of iOS software development experience (please note AppStore examples)....,Jakarta,,,,iOS Engineer
3,Codigo Cyberlin Metadata PT,Indonesia,"Technical background as a software engineer or designer. Design, Data, Research, Product and Engineering. We focus on 5 things which come together to form our...",Jakarta,,,,Product Owner
4,Amethyst Resources Consultancy,Indonesia,Minimum Diploma in Computer Science/Computer Engineering. Interested applicants should send their resumes by Quick Apply button below SOFTWARE DEVELOPMENT - DKI...,Jakarta,,,,SOFTWARE DEVELOPMENT
5,MyRepublic Indonesia,Indonesia,PT Eka Mas Republik member of Sinarmas is seeking for 2 highly skilled Platform Support Engineers with extensive knowledge and professional experience in...,Jakarta,,,,IT Support Engineer
6,SAP,Indonesia,"Presales / Sales Support / Solution Engineering / Solution Architecture / Bid Management. As market leader in enterprise application software, SAP helps...",Jakarta,,,,Presales Manager - Indonesia
7,DOKU ID,Indonesia,Passionate about software engineering:. Information Technology (IT) Intern....,Jakarta,,,,Information Technology (IT) Intern
8,Traveloka,Indonesia,Finance Business Improvement (FBI) Sr. Analyst works with multiple divisions in Traveloka to help the integration of new products/ new initiatives into...,Jakarta,4 ulasan,,51.0,Finance Business Improvement - Software Engineer
9,Harda Esa Raksa PT,Indonesia,"Menguasai hardware, software, server. Pendidikan min. D3 Teknik Informatika/Ilmu Komputer. Pria, usia max. 30 thn....",Jakarta,,,,Staff IT
0,Xerindo,Indonesia,CIVIL INSPECTION ENGINEER. To operate software Ms. Knowing & understanding about Mini Site Audit & Site Inspection....,Jakarta,,,,CIVIL INSPECTION ENGINEER
1,"Columbia Personnel Services, PT",Indonesia,SOFTWARE DEVELOPMENT ENGINEER. Please send your application by Quick Apply button below SOFTWARE DEVELOPMENT ENGINEER - DKI Jakarta is a job title that is...,Jakarta,,,,SOFTWARE DEVELOPMENT ENGINEER
2,SDA Indonesia,Indonesia,Preferably Supervisor / Coordinators specializing in IT/Computer - Software or equivalent. Candidate must possess at least a Master's Degree / Post Graduate...,Jakarta,,,,IT Manager
3,PetroSea,Indonesia,Bachelor Degree in Geodetic Engineering. Use and maintain survey software in order to ensure efficiency in survey activities....,Jakarta,,,,Surveyor (Site Based)
4,HappyFresh,Indonesia,"What You’ll Be Doing Designing and implementing new features for our user-facing client front end Writing clean, maintainable and efficient code Designing...",Jakarta,,,,Software Engineer (Front End)
